ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
246	"ENSMUSG00000031736.11"	"Crnde"	chr8	-	92346349	92346870	92346349	92346463	92346783	92346870
247	"ENSMUSG00000020131.14"	"Pcsk4"	chr10	-	80325232	80325849	80325232	80325405	80325772	80325849
248	"ENSMUSG00000091652.2"	"Vmn1r57"	chr7	+	5218492	5219563	5218492	5218748	5219461	5219563
249	"ENSMUSG00000091652.2"	"Vmn1r57"	chr7	+	5218492	5219563	5218492	5218748	5219505	5219563
250	"ENSMUSG00000040219.4"	"Ttc12"	chr9	-	49471861	49472543	49471861	49471883	49472382	49472543
251	"ENSMUSG00000079657.10"	"Rab26"	chr17	-	24530054	24530443	24530054	24530120	24530390	24530443
252	"ENSMUSG00000009246.14"	"Trpm5"	chr7	-	143078291	143079233	143078291	143078466	143079100	143079233
253	"ENSMUSG00000022231.10"	"Sema5a"	chr15	+	32548714	32550462	32548714	32548813	32550248	32550462
254	"ENSMUSG00000058145.16"	"Adamts17"	chr7	+	66968808	66969555	66968808	66968914	66969210	66969555
255	"ENSMUSG00000039660.16"	"D2Wsu81e"	chr2	-	30175186	30175812	30175186	30175289	30175713	30175812
256	"ENSMUSG00000039660.16"	"D2Wsu81e"	chr2	-	30177322	30177965	30177322	30177482	30177592	30177965
257	"ENSMUSG00000039660.16"	"D2Wsu81e"	chr2	-	30177592	30177965	30177592	30177721	30177919	30177965
258	"ENSMUSG00000049723.14"	"Mmp12"	chr9	+	7347405	7348832	7347405	7347538	7348526	7348832
259	"ENSMUSG00000023088.17"	"Abcc1"	chr16	+	14466103	14467098	14466103	14466230	14466996	14467098
260	"ENSMUSG00000041842.15"	"Fhdc1"	chr3	-	84474139	84474777	84474139	84474405	84474675	84474777
261	"ENSMUSG00000025507.13"	"Pidd1"	chr7	-	141439077	141439491	141439077	141439277	141439377	141439491
262	"ENSMUSG00000025507.13"	"Pidd1"	chr7	-	141440002	141440366	141440002	141440153	141440230	141440366
263	"ENSMUSG00000025507.13"	"Pidd1"	chr7	-	141441172	141441529	141441172	141441316	141441474	141441529
264	"ENSMUSG00000025507.13"	"Pidd1"	chr7	-	141441172	141441529	141441172	141441374	141441474	141441529
265	"ENSMUSG00000025507.13"	"Pidd1"	chr7	-	141441611	141442564	141441611	141441784	141442150	141442564
266	"ENSMUSG00000025507.13"	"Pidd1"	chr7	-	141441611	141442564	141441611	141441821	141442150	141442564
267	"ENSMUSG00000025507.13"	"Pidd1"	chr7	-	141441611	141442564	141441611	141441860	141442150	141442564
268	"ENSMUSG00000025507.13"	"Pidd1"	chr7	-	141442150	141443356	141442150	141442564	141442967	141443356
269	"ENSMUSG00000016487.15"	"Ppfibp1"	chr6	+	147010862	147012518	147010862	147010919	147012454	147012518
270	"ENSMUSG00000073702.11"	"Rpl31"	chr1	+	39367928	39368255	39367928	39368006	39368148	39368255
271	"ENSMUSG00000073702.11"	"Rpl31"	chr1	+	39370953	39371366	39370953	39371066	39371301	39371366
272	"ENSMUSG00000115792.1"	"Vmn1r16"	chr6	-	57318051	57323846	57318051	57320547	57322868	57323846
273	"ENSMUSG00000036820.11"	"Amdhd2"	chr17	-	24157739	24158062	24157739	24157847	24157917	24158062
274	"ENSMUSG00000021476.9"	"Habp4"	chr13	+	64182106	64184758	64182106	64182278	64184572	64184758
275	"ENSMUSG00000066803.2"	"Vmn1r84"	chr7	-	12360312	12365206	12360312	12362739	12365075	12365206
276	"ENSMUSG00000024130.15"	"Abca3"	chr17	+	24366085	24366933	24366085	24366213	24366767	24366933
277	"ENSMUSG00000059908.9"	"Mug1"	chr6	+	121875429	121875937	121875429	121875556	121875815	121875937
278	"ENSMUSG00000022199.11"	"Slc22a17"	chr14	-	54907518	54908366	54907518	54907630	54907885	54908366
279	"ENSMUSG00000022199.11"	"Slc22a17"	chr14	-	54907885	54908366	54907885	54908103	54908260	54908366
280	"ENSMUSG00000022199.11"	"Slc22a17"	chr14	-	54912241	54913103	54912241	54912730	54912866	54913103
281	"ENSMUSG00000064068.13"	"Mtx1"	chr3	-	89210106	89210448	89210106	89210183	89210265	89210448
282	"ENSMUSG00000064068.13"	"Mtx1"	chr3	-	89212682	89212946	89212682	89212762	89212876	89212946
283	"ENSMUSG00000035674.13"	"Ndufa3"	chr7	+	3617616	3618140	3617616	3617691	3617902	3618140
284	"ENSMUSG00000037306.13"	"Man1c1"	chr4	-	134702944	134704290	134702944	134703766	134704196	134704290
285	"ENSMUSG00000003184.15"	"Irf3"	chr7	+	45000371	45001022	45000371	45000546	45000644	45001022
286	"ENSMUSG00000042787.14"	"Exog"	chr9	+	119446948	119449854	119446948	119447098	119449777	119449854
287	"ENSMUSG00000026860.16"	"Sh3glb2"	chr2	-	30345698	30346453	30345698	30345939	30346352	30346453
288	"ENSMUSG00000071074.9"	"Yipf3"	chr17	+	46251113	46251487	46251113	46251227	46251363	46251487
289	"ENSMUSG00000058586.11"	"Serhl"	chr15	+	83101643	83101985	83101643	83101793	83101871	83101985
290	"ENSMUSG00000027993.16"	"Trim2"	chr3	-	84190512	84192261	84190512	84191236	84192080	84192261
291	"ENSMUSG00000024170.15"	"Telo2"	chr17	-	25101639	25103771	25101639	25101704	25103579	25103771
292	"ENSMUSG00000024170.15"	"Telo2"	chr17	-	25106771	25107130	25106771	25106908	25106988	25107130
293	"ENSMUSG00000042940.8"	"RP23-415J15.1"	chr10	+	19659989	19660801	19659989	19660074	19660075	19660801
294	"ENSMUSG00000031065.14"	"Cdk16"	chrX	+	20696017	20696467	20696017	20696141	20696346	20696467
295	"ENSMUSG00000031065.14"	"Cdk16"	chrX	+	20696730	20696964	20696730	20696836	20696921	20696964
296	"ENSMUSG00000036764.12"	"Dnajc12"	chr10	+	63395784	63397378	63395784	63395863	63397238	63397378
297	"ENSMUSG00000021555.15"	"Naa35"	chr13	+	59607245	59607431	59607245	59607312	59607387	59607431
298	"ENSMUSG00000022407.10"	"Adsl"	chr15	+	80963659	80964027	80963659	80963729	80963879	80964027
299	"ENSMUSG00000033237.18"	"Arid2"	chr15	+	96391103	96392478	96391103	96391189	96392354	96392478
300	"ENSMUSG00000016503.16"	"Gtf3a"	chr5	+	146953226	146954077	146953226	146953307	146953847	146954077
301	"ENSMUSG00000016921.14"	"Srsf6"	chr2	+	162931993	162933550	162931993	162932142	162933425	162933550
302	"ENSMUSG00000028101.18"	"Pias3"	chr3	+	96699419	96699837	96699419	96699515	96699717	96699837
303	"ENSMUSG00000028101.18"	"Pias3"	chr3	+	96699419	96699837	96699419	96699653	96699758	96699837
304	"ENSMUSG00000052221.8"	"Ppp1r36"	chr12	+	76436142	76437638	76436142	76436277	76437595	76437638
305	"ENSMUSG00000017760.15"	"Ctsa"	chr2	+	164834029	164834431	164834029	164834208	164834319	164834431
306	"ENSMUSG00000017760.15"	"Ctsa"	chr2	+	164834697	164834924	164834697	164834748	164834837	164834924
307	"ENSMUSG00000017760.15"	"Ctsa"	chr2	+	164834697	164834924	164834697	164834762	164834837	164834924
308	"ENSMUSG00000021234.9"	"Fam161b"	chr12	-	84355923	84357850	84355923	84356477	84357527	84357850
309	"ENSMUSG00000084786.9"	"Ubl5"	chr9	+	20645192	20645489	20645192	20645259	20645405	20645489
310	"ENSMUSG00000049676.14"	"Catsperg1"	chr7	-	29184678	29185090	29184678	29184768	29184994	29185090
311	"ENSMUSG00000049676.14"	"Catsperg1"	chr7	-	29185187	29185593	29185187	29185251	29185436	29185593
312	"ENSMUSG00000049676.14"	"Catsperg1"	chr7	-	29189946	29190789	29189946	29190027	29190212	29190789
313	"ENSMUSG00000049676.14"	"Catsperg1"	chr7	-	29190212	29190635	29190212	29190331	29190436	29190635
314	"ENSMUSG00000049676.14"	"Catsperg1"	chr7	-	29190212	29190789	29190212	29190635	29190726	29190789
315	"ENSMUSG00000049676.14"	"Catsperg1"	chr7	-	29198112	29198408	29198112	29198220	29198348	29198408
316	"ENSMUSG00000024124.9"	"Prss30"	chr17	-	23973940	23974246	23973940	23974106	23974219	23974246
317	"ENSMUSG00000038791.14"	"Scgb3a2"	chr18	+	43766703	43767399	43766703	43766900	43767230	43767399
318	"ENSMUSG00000038791.14"	"Scgb3a2"	chr18	+	43766703	43767399	43766703	43766966	43767230	43767399
319	"ENSMUSG00000020877.11"	"Scrn2"	chr11	+	97032754	97033229	97032754	97032970	97033063	97033229
320	"ENSMUSG00000029844.9"	"Hoxa1"	chr6	-	52157566	52158317	52157566	52157661	52157864	52158317
321	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77470484	77472378	77470484	77471823	77472301	77472378
322	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77472448	77472877	77472448	77472612	77472724	77472877
323	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77473010	77473411	77473010	77473168	77473280	77473411
324	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77473010	77473411	77473010	77473200	77473280	77473411
325	"ENSMUSG00000018659.12"	"Pnpo"	chr11	-	96940015	96940955	96940015	96940069	96940855	96940955
326	"ENSMUSG00000029246.14"	"Ppat"	chr5	-	76919370	76919907	76919370	76919498	76919755	76919907
327	"ENSMUSG00000029433.16"	"Diablo"	chr5	-	123517736	123518065	123517736	123517833	123517954	123518065
328	"ENSMUSG00000034255.17"	"Arhgap27"	chr11	-	103338306	103338755	103338306	103338397	103338687	103338755
329	"ENSMUSG00000034255.17"	"Arhgap27"	chr11	-	103338687	103339108	103338687	103338755	103339024	103339108
330	"ENSMUSG00000021012.16"	"Zc3h14"	chr12	+	98785317	98785741	98785317	98785406	98785634	98785741
331	"ENSMUSG00000068917.12"	"Clk2"	chr3	+	89168694	89170115	89168694	89168923	89169614	89170115
332	"ENSMUSG00000068917.12"	"Clk2"	chr3	+	89168694	89170115	89168694	89168923	89170048	89170115
333	"ENSMUSG00000068917.12"	"Clk2"	chr3	+	89169614	89170115	89169614	89169702	89170048	89170115
334	"ENSMUSG00000029703.10"	"Lrwd1"	chr5	-	136132305	136133079	136132305	136132428	136132974	136133079
335	"ENSMUSG00000029703.10"	"Lrwd1"	chr5	-	136132305	136134050	136132305	136133079	136133304	136134050
336	"ENSMUSG00000029703.10"	"Lrwd1"	chr5	-	136133304	136134050	136133304	136133445	136133933	136134050
337	"ENSMUSG00000029703.10"	"Lrwd1"	chr5	-	136133304	136134050	136133304	136133445	136133966	136134050
338	"ENSMUSG00000029208.16"	"Guf1"	chr5	+	69556952	69558296	69556952	69557165	69558184	69558296
339	"ENSMUSG00000029208.16"	"Guf1"	chr5	+	69567127	69568497	69567127	69567261	69568395	69568497
340	"ENSMUSG00000061046.9"	"Haghl"	chr17	-	25783502	25783886	25783502	25783582	25783784	25783886
341	"ENSMUSG00000020859.16"	"Spag9"	chr11	+	94092337	94092982	94092337	94092427	94092811	94092982
342	"ENSMUSG00000020859.16"	"Spag9"	chr11	+	94092337	94092982	94092337	94092427	94092814	94092982
343	"ENSMUSG00000109378.1"	"RP24-471H15.8"	chr7	+	30566748	30567500	30566748	30566936	30567142	30567500
344	"ENSMUSG00000040599.13"	"Mis12"	chr11	+	71019610	71020189	71019610	71019723	71020005	71020189
345	"ENSMUSG00000050711.7"	"Scg2"	chr1	-	79434668	79437018	79434668	79435931	79436051	79437018
346	"ENSMUSG00000049659.15"	"Aftph"	chr11	-	20696750	20698373	20696750	20696831	20698312	20698373
347	"ENSMUSG00000058908.14"	"Pla2g2a"	chr4	+	138832890	138833036	138832890	138833012	138833016	138833036
348	"ENSMUSG00000038271.17"	"Iffo1"	chr6	+	125149740	125151525	125149740	125149836	125151384	125151525
349	"ENSMUSG00000038271.17"	"Iffo1"	chr6	+	125151794	125152771	125151794	125151803	125152613	125152771
350	"ENSMUSG00000038271.17"	"Iffo1"	chr6	+	125153041	125153502	125153041	125153162	125153406	125153502
351	"ENSMUSG00000038271.17"	"Iffo1"	chr6	+	125153041	125153502	125153041	125153162	125153409	125153502
352	"ENSMUSG00000021363.14"	"Mak"	chr13	-	41042018	41046330	41042018	41042185	41046018	41046330
353	"ENSMUSG00000024911.6"	"Fibp"	chr19	+	5463786	5464215	5463786	5463850	5464128	5464215
354	"ENSMUSG00000027381.16"	"Bcl2l11"	chr2	+	128128619	128129014	128128619	128128756	128128924	128129014
355	"ENSMUSG00000022561.13"	"Gpaa1"	chr15	+	76332159	76332631	76332159	76332271	76332483	76332631
356	"ENSMUSG00000022561.13"	"Gpaa1"	chr15	+	76332159	76332631	76332159	76332287	76332483	76332631
357	"ENSMUSG00000022561.13"	"Gpaa1"	chr15	+	76332902	76333373	76332902	76333099	76333176	76333373
358	"ENSMUSG00000010358.13"	"Ifi35"	chr11	+	101457189	101457522	101457189	101457337	101457415	101457522
359	"ENSMUSG00000004788.11"	"Eif2b2"	chr12	+	85219821	85220245	85219821	85219933	85220096	85220245
360	"ENSMUSG00000004788.11"	"Eif2b2"	chr12	+	85219821	85220245	85219821	85219942	85220096	85220245
361	"ENSMUSG00000020706.13"	"Ftsj3"	chr11	-	106250154	106250433	106250154	106250254	106250347	106250433
362	"ENSMUSG00000021453.2"	"Gadd45g"	chr13	+	51847351	51847769	51847351	51847453	51847555	51847769
363	"ENSMUSG00000026571.12"	"Dcaf6"	chr1	-	165338187	165340023	165338187	165338344	165339884	165340023
364	"ENSMUSG00000017837.12"	"Nkiras2"	chr11	+	100624942	100625184	100624942	100625016	100625108	100625184
365	"ENSMUSG00000053841.15"	"Txlna"	chr4	-	129631279	129631710	129631279	129631354	129631590	129631710
366	"ENSMUSG00000042502.10"	"Cd2bp2"	chr7	-	127195022	127195461	127195022	127195158	127195360	127195461
367	"ENSMUSG00000051586.16"	"Mical3"	chr6	-	121016646	121021356	121016646	121016859	121021182	121021356
368	"ENSMUSG00000030214.6"	"Plbd1"	chr6	-	136616926	136617402	136616926	136617067	136617201	136617402
369	"ENSMUSG00000115659.1"	"RP23-78F6.11"	chr14	-	43799553	43800707	43799553	43799833	43800132	43800707
370	"ENSMUSG00000039449.14"	"Prpf18"	chr2	-	4637147	4638995	4637147	4637216	4638848	4638995
371	"ENSMUSG00000030981.9"	"Mmp21"	chr7	-	133678545	133680061	133678545	133679077	133679884	133680061
372	"ENSMUSG00000104713.4"	"Gbp6"	chr5	-	105280074	105280564	105280074	105280271	105280454	105280564
373	"ENSMUSG00000040359.14"	"Ufl1"	chr4	-	25269027	25270618	25269027	25269174	25270559	25270618
374	"ENSMUSG00000037364.12"	"Srrt"	chr5	-	137296466	137296968	137296466	137296623	137296774	137296968
375	"ENSMUSG00000037364.12"	"Srrt"	chr5	-	137301317	137302314	137301317	137301647	137302125	137302314
376	"ENSMUSG00000069255.13"	"Dusp22"	chr13	+	30708676	30711231	30708676	30708749	30710705	30711231
377	"ENSMUSG00000026822.14"	"Lcn2"	chr2	-	32384632	32385520	32384632	32384884	32385418	32385520
378	"ENSMUSG00000033728.14"	"Lrrc14"	chr15	+	76712866	76713985	76712866	76713220	76713400	76713985
379	"ENSMUSG00000033728.14"	"Lrrc14"	chr15	+	76712866	76713985	76712866	76713220	76713815	76713985
380	"ENSMUSG00000020598.16"	"Nrcam"	chr12	+	44544724	44546824	44544724	44544895	44545378	44546824
381	"ENSMUSG00000033581.16"	"Igf2bp2"	chr16	-	22063581	22065167	22063581	22063713	22065092	22065167
382	"ENSMUSG00000024975.12"	"Pdcd4"	chr19	+	53929082	53929861	53929082	53929192	53929716	53929861
383	"ENSMUSG00000068114.7"	"Ccdc134"	chr15	+	82131423	82134762	82131423	82131545	82134580	82134762
384	"ENSMUSG00000030852.17"	"Tacc2"	chr7	+	130728522	130729828	130728522	130728749	130728859	130729828
385	"ENSMUSG00000060407.6"	"Cyp2a12"	chr7	+	27031101	27032663	27031101	27031262	27032486	27032663
386	"ENSMUSG00000091662.9"	"Vmn1r69"	chr7	-	10578929	10581050	10578929	10580579	10580955	10581050
387	"ENSMUSG00000091662.9"	"Vmn1r69"	chr7	-	10578929	10581050	10578929	10580806	10580955	10581050
388	"ENSMUSG00000091662.9"	"Vmn1r69"	chr7	-	10578929	10581879	10578929	10580806	10581368	10581879
389	"ENSMUSG00000054662.8"	"Ano9"	chr7	-	141103991	141104384	141103991	141104144	141104237	141104384
390	"ENSMUSG00000054662.8"	"Ano9"	chr7	-	141103991	141104384	141103991	141104144	141104241	141104384
391	"ENSMUSG00000054662.8"	"Ano9"	chr7	-	141107050	141107319	141107050	141107087	141107166	141107319
392	"ENSMUSG00000054662.8"	"Ano9"	chr7	-	141106762	141107500	141106762	141106874	141107395	141107500
393	"ENSMUSG00000022621.16"	"Rabl2"	chr15	-	89583909	89584390	89583909	89584007	89584278	89584390
394	"ENSMUSG00000022621.16"	"Rabl2"	chr15	-	89583909	89584390	89583909	89584007	89584343	89584390
395	"ENSMUSG00000004988.9"	"Fxyd4"	chr6	-	117935853	117936780	117935853	117935919	117936737	117936780
396	"ENSMUSG00000004988.9"	"Fxyd4"	chr6	-	117935853	117936780	117935853	117935922	117936737	117936780
397	"ENSMUSG00000004988.9"	"Fxyd4"	chr6	-	117935853	117936780	117935853	117936006	117936737	117936780
398	"ENSMUSG00000002393.14"	"Nr2f6"	chr8	-	71375502	71375790	71375502	71375568	71375748	71375790
399	"ENSMUSG00000033257.14"	"Ttll4"	chr1	+	74678897	74680463	74678897	74678931	74680353	74680463
400	"ENSMUSG00000070459.6"	"Olfr290"	chr7	+	84915758	84920861	84915758	84919659	84920084	84920861
401	"ENSMUSG00000027953.13"	"Slc50a1"	chr3	-	89269826	89270139	89269826	89269950	89270061	89270139
402	"ENSMUSG00000005625.15"	"Psmd4"	chr3	-	95032704	95033546	95032704	95032984	95033481	95033546
403	"ENSMUSG00000005625.15"	"Psmd4"	chr3	-	95033632	95034026	95033632	95033764	95033908	95034026
404	"ENSMUSG00000005625.15"	"Psmd4"	chr3	-	95033632	95034026	95033632	95033764	95033917	95034026
405	"ENSMUSG00000005625.15"	"Psmd4"	chr3	-	95034941	95035924	95034941	95035010	95035809	95035924
406	"ENSMUSG00000035969.15"	"Rusc2"	chr4	+	43426227	43427088	43426227	43426365	43426447	43427088
407	"ENSMUSG00000033880.11"	"Lgals3bp"	chr11	-	118398120	118398571	118398120	118398252	118398379	118398571
408	"ENSMUSG00000015968.17"	"Cacna1d"	chr14	-	30128771	30129848	30128771	30128798	30129788	30129848
409	"ENSMUSG00000024384.4"	"Iws1"	chr18	+	32086272	32087152	32086272	32086423	32087069	32087152
410	"ENSMUSG00000021957.7"	"Tkt"	chr14	+	30558720	30559865	30558720	30558838	30559751	30559865
411	"ENSMUSG00000021957.7"	"Tkt"	chr14	+	30568163	30569139	30568163	30568357	30568974	30569139
412	"ENSMUSG00000029510.15"	"Gpc2"	chr5	-	138275928	138276338	138275928	138276075	138276185	138276338
413	"ENSMUSG00000029510.15"	"Gpc2"	chr5	-	138275928	138276338	138275928	138276075	138276207	138276338
414	"ENSMUSG00000029510.15"	"Gpc2"	chr5	-	138275928	138277487	138275928	138276338	138276583	138277487
415	"ENSMUSG00000029510.15"	"Gpc2"	chr5	-	138275928	138277487	138275928	138276369	138276583	138277487
416	"ENSMUSG00000029510.15"	"Gpc2"	chr5	-	138276583	138277487	138276583	138276746	138277406	138277487
417	"ENSMUSG00000040054.16"	"Baz2a"	chr10	+	128115024	128116169	128115024	128115085	128116060	128116169
418	"ENSMUSG00000063334.16"	"Krr1"	chr10	+	111977111	111977398	111977111	111977237	111977314	111977398
419	"ENSMUSG00000031939.16"	"Taf1d"	chr9	+	15306872	15307821	15306872	15306990	15307727	15307821
420	"ENSMUSG00000031939.16"	"Taf1d"	chr9	+	15310357	15311695	15310357	15310409	15311526	15311695
421	"ENSMUSG00000031939.16"	"Taf1d"	chr9	+	15313989	15314264	15313989	15314032	15314230	15314264
422	"ENSMUSG00000031939.16"	"Taf1d"	chr9	+	15313989	15315131	15313989	15314264	15315101	15315131
423	"ENSMUSG00000031939.16"	"Taf1d"	chr9	+	15315101	15315440	15315101	15315131	15315382	15315440
424	"ENSMUSG00000031939.16"	"Taf1d"	chr9	+	15315382	15316978	15315382	15315440	15316888	15316978
425	"ENSMUSG00000033763.14"	"Mtss1l"	chr8	+	110737571	110738095	110737571	110737748	110737929	110738095
426	"ENSMUSG00000078485.3"	"Plekhn1"	chr4	-	156225525	156228316	156225525	156225672	156228216	156228316
427	"ENSMUSG00000022469.16"	"Rapgef3"	chr15	-	97748582	97749546	97748582	97748670	97749495	97749546
428	"ENSMUSG00000059811.13"	"Atl2"	chr17	-	79850886	79852956	79850886	79850901	79852524	79852956
429	"ENSMUSG00000031789.17"	"Cngb1"	chr8	-	95296526	95297850	95296526	95296674	95297087	95297850
430	"ENSMUSG00000031789.17"	"Cngb1"	chr8	-	95297087	95297850	95297087	95297127	95297774	95297850
431	"ENSMUSG00000031789.17"	"Cngb1"	chr8	-	95297774	95298839	95297774	95297850	95298805	95298839
432	"ENSMUSG00000024843.15"	"Chka"	chr19	+	3889879	3892213	3889879	3889988	3892106	3892213
433	"ENSMUSG00000022437.7"	"Samm50"	chr15	+	84200292	84200717	84200292	84200423	84200629	84200717
434	"ENSMUSG00000029547.10"	"Ints1"	chr5	-	139775331	139775674	139775331	139775430	139775620	139775674
435	"ENSMUSG00000069835.10"	"Sat2"	chr11	+	69622051	69622332	69622051	69622115	69622255	69622332
436	"ENSMUSG00000028670.14"	"Lypla2"	chr4	-	135969427	135969674	135969427	135969529	135969600	135969674
437	"ENSMUSG00000095567.7"	"Noc2l"	chr4	+	156237342	156237728	156237342	156237517	156237599	156237728
438	"ENSMUSG00000022948.14"	"Setd4"	chr16	-	93585178	93586317	93585178	93585302	93586236	93586317
439	"ENSMUSG00000005268.20"	"Prlr"	chr15	+	10325866	10326545	10325866	10325966	10326475	10326545
440	"ENSMUSG00000002346.16"	"Slc25a42"	chr8	-	70184339	70186776	70184339	70185225	70185291	70186776
441	"ENSMUSG00000002346.16"	"Slc25a42"	chr8	-	70188832	70189577	70188832	70188949	70189410	70189577
442	"ENSMUSG00000071337.11"	"Tia1"	chr6	+	86418877	86420411	86418877	86418932	86420323	86420411
443	"ENSMUSG00000071337.11"	"Tia1"	chr6	+	86423605	86424420	86423605	86423671	86424344	86424420
444	"ENSMUSG00000027569.15"	"Mrgbp"	chr2	+	180583400	180584871	180583400	180583522	180584405	180584871
445	"ENSMUSG00000027569.15"	"Mrgbp"	chr2	+	180584405	180584871	180584405	180584487	180584693	180584871
446	"ENSMUSG00000027569.15"	"Mrgbp"	chr2	+	180584405	180584871	180584405	180584487	180584796	180584871
447	"ENSMUSG00000003039.9"	"Fam32a"	chr8	+	72219940	72221981	72219940	72220082	72221927	72221981
448	"ENSMUSG00000060601.13"	"Nr1h2"	chr7	-	44551954	44552620	44551954	44552236	44552506	44552620
449	"ENSMUSG00000060601.13"	"Nr1h2"	chr7	-	44551954	44552620	44551954	44552245	44552506	44552620
450	"ENSMUSG00000060601.13"	"Nr1h2"	chr7	-	44551954	44552620	44551954	44552343	44552506	44552620
451	"ENSMUSG00000060601.13"	"Nr1h2"	chr7	-	44553578	44553923	44553578	44553708	44553804	44553923
