ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
246	"ENSMUSG00000025602.13"	"Zfp202"	chr9	+	40207198	40207694	40207198	40207690	40208304	40208515
247	"ENSMUSG00000038351.14"	"Sgsm2"	chr11	-	74868576	74868738	74868641	74868738	74868223	74868291
248	"ENSMUSG00000041380.13"	"Htr2c"	chrX	+	147169569	147169770	147169569	147169675	147193768	147197277
249	"ENSMUSG00000037364.12"	"Srrt"	chr5	-	137299748	137299852	137299753	137299852	137299557	137299672
250	"ENSMUSG00000037364.12"	"Srrt"	chr5	-	137301317	137302314	137302125	137302314	137300243	137300413
251	"ENSMUSG00000021782.14"	"Dlg5"	chr14	-	24164382	24164573	24164397	24164573	24164030	24164134
252	"ENSMUSG00000087236.3"	"AC113977.3"	chr1	-	179698978	179699085	179698987	179699085	179698607	179698755
253	"ENSMUSG00000006289.14"	"Osgep"	chr14	-	50917382	50917503	50917453	50917503	50917231	50917310
254	"ENSMUSG00000033728.14"	"Lrrc14"	chr15	+	76710642	76711530	76710642	76710927	76712866	76713220
255	"ENSMUSG00000022353.10"	"Mtss1"	chr15	-	58968827	58968913	58968838	58968913	58956432	58956590
256	"ENSMUSG00000064065.15"	"Ipcef1"	chr10	-	6935174	6935275	6935186	6935275	6917553	6920086
257	"ENSMUSG00000102802.2"	"Mgam2-ps"	chr6	+	40797822	40798019	40797822	40797994	40799209	40799309
258	"ENSMUSG00000035735.10"	"Dagla"	chr19	-	10270987	10271199	10271010	10271199	10269716	10269818
259	"ENSMUSG00000020598.16"	"Nrcam"	chr12	+	44532457	44532672	44532457	44532659	44537250	44537356
260	"ENSMUSG00000020598.16"	"Nrcam"	chr12	+	44576603	44576789	44576603	44576780	44590107	44590239
261	"ENSMUSG00000030852.17"	"Tacc2"	chr7	+	130734948	130735228	130734948	130735150	130739811	130739873
262	"ENSMUSG00000030852.17"	"Tacc2"	chr7	+	130734948	130735243	130734948	130735150	130739811	130739873
263	"ENSMUSG00000030852.17"	"Tacc2"	chr7	+	130734948	130735243	130734948	130735228	130739811	130739873
264	"ENSMUSG00000039697.16"	"Ncoa7"	chr10	-	30698129	30698243	30698145	30698243	30696067	30696193
265	"ENSMUSG00000054662.8"	"Ano9"	chr7	-	141103061	141103234	141103086	141103234	141102424	141102526
266	"ENSMUSG00000054662.8"	"Ano9"	chr7	-	141104237	141104384	141104241	141104384	141103991	141104144
267	"ENSMUSG00000003500.13"	"Impdh1"	chr6	-	29206305	29206512	29206374	29206512	29206065	29206153
268	"ENSMUSG00000022621.16"	"Rabl2"	chr15	-	89584278	89584390	89584343	89584390	89583909	89584007
269	"ENSMUSG00000055571.4"	"Olfr305"	chr7	-	86366589	86366837	86366604	86366837	86360853	86364354
270	"ENSMUSG00000075316.11"	"Scn9a"	chr2	-	66540263	66540635	66540296	66540635	66537269	66537399
271	"ENSMUSG00000027953.13"	"Slc50a1"	chr3	-	89269826	89270139	89270061	89270139	89269049	89269211
272	"ENSMUSG00000027953.13"	"Slc50a1"	chr3	-	89270385	89270570	89270515	89270570	89270061	89270139
273	"ENSMUSG00000005625.15"	"Psmd4"	chr3	-	95033908	95034026	95033917	95034026	95033632	95033764
274	"ENSMUSG00000004364.14"	"Cul3"	chr1	-	80322858	80323056	80322986	80323056	80304079	80304193
275	"ENSMUSG00000035969.15"	"Rusc2"	chr4	+	43414695	43416718	43414695	43416402	43421604	43422249
276	"ENSMUSG00000035969.15"	"Rusc2"	chr4	+	43425296	43426128	43425296	43425649	43426227	43426365
277	"ENSMUSG00000022788.16"	"Fgd4"	chr16	-	16503985	16504216	16504096	16504216	16484089	16484597
278	"ENSMUSG00000022788.16"	"Fgd4"	chr16	-	16503985	16504216	16504096	16504216	16490422	16490606
279	"ENSMUSG00000024384.4"	"Iws1"	chr18	+	32079670	32080577	32079670	32079985	32083268	32083458
280	"ENSMUSG00000054823.16"	"Nsd3"	chr8	+	25706523	25706640	25706523	25706607	25709062	25709204
281	"ENSMUSG00000029510.15"	"Gpc2"	chr5	-	138276185	138276338	138276207	138276338	138275928	138276075
282	"ENSMUSG00000063334.16"	"Krr1"	chr10	+	111977111	111977398	111977111	111977237	111979090	111979147
283	"ENSMUSG00000031939.16"	"Taf1d"	chr9	+	15315382	15315476	15315382	15315440	15316888	15316970
284	"ENSMUSG00000033768.16"	"Nrxn2"	chr19	+	6463823	6463868	6463823	6463847	6472257	6472419
285	"ENSMUSG00000018923.13"	"Med11"	chr11	+	70451918	70452093	70451918	70452063	70452207	70452338
286	"ENSMUSG00000022469.16"	"Rapgef3"	chr15	-	97761467	97761581	97761474	97761581	97761107	97761229
287	"ENSMUSG00000031922.12"	"Cep57"	chr9	-	13816816	13817003	13816886	13817003	13816054	13816132
288	"ENSMUSG00000031285.14"	"Dcx"	chrX	-	143875754	143875892	143875769	143875892	143870609	143870704
289	"ENSMUSG00000022948.14"	"Setd4"	chr16	-	93590255	93591303	93590873	93591303	93589910	93590085
290	"ENSMUSG00000041771.13"	"Slc24a4"	chr12	+	102230350	102230493	102230350	102230436	102234681	102234851
291	"ENSMUSG00000045655.9"	"Fam216b"	chr14	-	78086569	78086752	78086651	78086752	78085057	78085178
292	"ENSMUSG00000045655.9"	"Fam216b"	chr14	-	78086569	78086752	78086745	78086752	78085057	78085178
293	"ENSMUSG00000045655.9"	"Fam216b"	chr14	-	78086651	78086752	78086745	78086752	78085057	78085178
294	"ENSMUSG00000001143.13"	"Lman2l"	chr1	-	36443490	36443609	36443519	36443609	36439608	36439726
295	"ENSMUSG00000071337.11"	"Tia1"	chr6	+	86413803	86413906	86413803	86413900	86416302	86416401
296	"ENSMUSG00000071337.11"	"Tia1"	chr6	+	86424961	86425203	86424961	86425070	86425449	86425545
297	"ENSMUSG00000030788.16"	"Rnf141"	chr7	-	110837076	110837270	110837162	110837270	110833736	110833845
298	"ENSMUSG00000049168.9"	"Olfr449"	chr6	+	42834383	42834590	42834383	42834504	42834687	42834742
299	"ENSMUSG00000060601.13"	"Nr1h2"	chr7	-	44553804	44553923	44553808	44553923	44553578	44553708
300	"ENSMUSG00000086199.7"	"Bcas3os1"	chr11	-	85706029	85706280	85706194	85706280	85704731	85704818
301	"ENSMUSG00000020866.17"	"Cacna1g"	chr11	-	94425763	94425977	94425784	94425977	94418818	94418970
302	"ENSMUSG00000020866.17"	"Cacna1g"	chr11	-	94425763	94425977	94425784	94425977	94423670	94423724
303	"ENSMUSG00000029922.15"	"Mkrn1"	chr6	-	39400394	39400505	39400461	39400505	39399797	39399936
304	"ENSMUSG00000046683.16"	"RP23-80N18.1"	chr4	+	98322308	98322492	98322308	98322486	98331322	98331791
305	"ENSMUSG00000004846.10"	"Plod3"	chr5	+	136988571	136988735	136988571	136988701	136988882	136988995
306	"ENSMUSG00000043747.12"	"RP23-201I4.7"	chr17	-	23705946	23706057	23705997	23706057	23705792	23705870
307	"ENSMUSG00000025958.14"	"Creb1"	chr1	+	64532808	64533020	64532808	64532904	64550848	64550970
308	"ENSMUSG00000028689.14"	"Ccdc163"	chr4	+	116710100	116710284	116710100	116710280	116714015	116714149
309	"ENSMUSG00000038187.14"	"Btbd10"	chr7	-	113329854	113329957	113329943	113329957	113328338	113328459
310	"ENSMUSG00000022757.18"	"Tfg"	chr16	-	56697458	56697596	56697470	56697596	56694399	56694489
311	"ENSMUSG00000030365.11"	"Clec2i"	chr6	+	128892827	128892910	128892827	128892898	128893615	128893741
312	"ENSMUSG00000046774.17"	"RP23-49C8.7"	chrX	+	101798101	101798165	101798101	101798156	101798341	101798383
313	"ENSMUSG00000109564.1"	"Muc16"	chr9	-	18595338	18595445	18595353	18595445	18595214	18595250
314	"ENSMUSG00000066500.5"	"Izumo2"	chr7	+	44708741	44708974	44708741	44708970	44709055	44709130
315	"ENSMUSG00000029723.16"	"Tsc22d4"	chr5	+	137762375	137762708	137762375	137762697	137767960	137768392
316	"ENSMUSG00000033987.16"	"Dnah17"	chr11	-	118088949	118089081	118088955	118089081	118088129	118088290
317	"ENSMUSG00000000561.14"	"Wdr77"	chr3	+	105965764	105965873	105965764	105965856	105966356	105966425
318	"ENSMUSG00000021327.19"	"Zkscan3"	chr13	-	21396099	21396574	21396186	21396574	21394758	21394906
319	"ENSMUSG00000018796.13"	"Acsl1"	chr8	+	46505648	46505766	46505648	46505731	46508332	46508397
320	"ENSMUSG00000032295.15"	"Man2c1"	chr9	+	57131158	57131281	57131158	57131258	57131531	57131655
321	"ENSMUSG00000032295.15"	"Man2c1"	chr9	+	57131158	57131285	57131158	57131258	57131531	57131655
322	"ENSMUSG00000032295.15"	"Man2c1"	chr9	+	57131158	57131285	57131158	57131281	57131531	57131655
323	"ENSMUSG00000031398.13"	"Plxna3"	chrX	+	74333546	74333675	74333546	74333664	74333745	74333846
324	"ENSMUSG00000036641.9"	"Ccdc148"	chr2	-	59017515	59017637	59017543	59017637	59009081	59009185
325	"ENSMUSG00000056234.15"	"Ncoa4"	chr14	+	32172302	32172448	32172302	32172443	32172606	32172695
326	"ENSMUSG00000020770.13"	"Unk"	chr11	+	116053015	116053158	116053015	116053119	116053489	116053690
327	"ENSMUSG00000032727.13"	"Mier3"	chr13	+	111686350	111686454	111686350	111686354	111687827	111687852
328	"ENSMUSG00000026048.16"	"Ercc5"	chr1	+	44158143	44158335	44158143	44158259	44158804	44158891
329	"ENSMUSG00000026048.16"	"Ercc5"	chr1	+	44160976	44161109	44160976	44161037	44161809	44161953
330	"ENSMUSG00000023015.13"	"Racgap1"	chr15	-	99643392	99643523	99643421	99643523	99642882	99642971
331	"ENSMUSG00000045100.11"	"Slc25a26"	chr6	+	94507513	94507707	94507513	94507670	94510751	94510861
332	"ENSMUSG00000020949.9"	"Fkbp3"	chr12	-	65069946	65070052	65069950	65070052	65069001	65069109
333	"ENSMUSG00000022098.10"	"Bmp1"	chr14	-	70488469	70490200	70490019	70490200	70486146	70486930
334	"ENSMUSG00000041936.18"	"Agrn"	chr4	-	156167776	156168569	156168545	156168569	156167281	156167506
335	"ENSMUSG00000060261.15"	"Gtf2i"	chr5	-	134293746	134293885	134293751	134293885	134289286	134289412
336	"ENSMUSG00000020333.17"	"Acsl6"	chr11	+	54320151	54320372	54320151	54320267	54323240	54323355
337	"ENSMUSG00000036636.9"	"Clcn7"	chr17	+	25147709	25147790	25147709	25147760	25149038	25149101
338	"ENSMUSG00000073399.9"	"Trim40"	chr17	-	36883148	36883364	36883250	36883364	36882641	36882664
339	"ENSMUSG00000067367.9"	"Lyar"	chr5	+	38223133	38223231	38223133	38223227	38224626	38224797
340	"ENSMUSG00000022425.16"	"Enpp2"	chr15	-	54862497	54862682	54862509	54862682	54860042	54860094
341	"ENSMUSG00000052301.14"	"Doc2a"	chr7	+	126851282	126851446	126851282	126851375	126851536	126851618
342	"ENSMUSG00000009995.17"	"Taz"	chrX	+	74288450	74289019	74288450	74288513	74289104	74289182
343	"ENSMUSG00000026577.13"	"Blzf1"	chr1	-	164303847	164303924	164303903	164303924	164302283	164302720
344	"ENSMUSG00000029151.14"	"Slc30a3"	chr5	-	31094249	31094556	31094483	31094556	31090055	31090237
345	"ENSMUSG00000061689.15"	"Dlgap4"	chr2	+	156748331	156748420	156748331	156748403	156748943	156749356
346	"ENSMUSG00000042349.13"	"Ikbke"	chr1	-	131275706	131275847	131275778	131275847	131275149	131275279
347	"ENSMUSG00000057715.13"	"AC103635.1"	chr1	+	11588373	11588571	11588373	11588546	11596150	11596317
348	"ENSMUSG00000057715.13"	"AC103635.1"	chr1	+	11747964	11748100	11747964	11748091	11798480	11798566
349	"ENSMUSG00000042489.15"	"Clspn"	chr4	+	126561757	126561919	126561757	126561904	126563906	126563984
350	"ENSMUSG00000042489.15"	"Clspn"	chr4	+	126573135	126573347	126573135	126573308	126574640	126574816
351	"ENSMUSG00000007655.16"	"Cav1"	chr6	+	17306410	17306489	17306410	17306479	17307880	17308045
352	"ENSMUSG00000027613.15"	"Eif6"	chr2	-	155826124	155826436	155826326	155826436	155823191	155823368
353	"ENSMUSG00000034021.15"	"Pds5b"	chr5	+	150796570	150796676	150796570	150796670	150800577	150801017
354	"ENSMUSG00000002059.18"	"Rab34"	chr11	+	78191207	78191289	78191207	78191265	78191364	78191455
355	"ENSMUSG00000056073.16"	"Grik2"	chr10	-	49272739	49272963	49272848	49272963	49244324	49244443
356	"ENSMUSG00000044320.14"	"RP23-221O14.1"	chr2	-	30796400	30796566	30796545	30796566	30796144	30796283
357	"ENSMUSG00000044320.14"	"RP23-221O14.1"	chr2	-	30800707	30800816	30800723	30800816	30797867	30797980
358	"ENSMUSG00000098505.2"	"RP23-409P4.2"	chr2	+	181997411	181997640	181997411	181997636	181998759	181998883
359	"ENSMUSG00000049315.4"	"Olfr348"	chr2	+	36784275	36784434	36784275	36784340	36786523	36789998
360	"ENSMUSG00000060568.14"	"Fam78b"	chr1	+	167078536	167079785	167078536	167079465	167087977	167091302
361	"ENSMUSG00000028441.12"	"RP23-100C7.3"	chr4	-	41507093	41507328	41507098	41507328	41505567	41505654
362	"ENSMUSG00000039781.14"	"Cep131"	chr11	-	120073124	120073244	120073127	120073244	120072837	120072976
363	"ENSMUSG00000061878.15"	"Sphk1"	chr11	+	116533969	116534318	116533969	116534173	116534848	116535001
364	"ENSMUSG00000036745.15"	"Ttll7"	chr3	+	146944005	146944223	146944005	146944208	146945093	146945228
365	"ENSMUSG00000034739.17"	"Mfrp"	chr9	+	44105151	44105300	44105151	44105282	44105404	44105515
366	"ENSMUSG00000072964.14"	"Bhlhb9"	chrX	+	135885852	135886097	135885852	135886087	135886844	135886926
367	"ENSMUSG00000024889.4"	"Rce1"	chr19	-	4624659	4624763	4624684	4624763	4624013	4624181
368	"ENSMUSG00000068329.12"	"Htra2"	chr6	-	83052697	83053070	83053000	83053070	83052472	83052542
369	"ENSMUSG00000068329.12"	"Htra2"	chr6	-	83052697	83053070	83053037	83053070	83052472	83052542
370	"ENSMUSG00000068329.12"	"Htra2"	chr6	-	83053000	83053070	83053037	83053070	83052472	83052542
371	"ENSMUSG00000031310.16"	"Zmym3"	chrX	-	101409611	101409780	101409632	101409780	101409153	101409305
372	"ENSMUSG00000031310.16"	"Zmym3"	chrX	-	101412377	101412475	101412413	101412475	101412137	101412294
373	"ENSMUSG00000031310.16"	"Zmym3"	chrX	-	101418272	101418952	101418794	101418952	101417286	101417330
374	"ENSMUSG00000020183.11"	"Cpm"	chr10	+	117629499	117629631	117629499	117629527	117629720	117629883
375	"ENSMUSG00000002342.17"	"Tmem161a"	chr8	+	70178866	70179022	70178866	70179018	70180538	70180599
376	"ENSMUSG00000002342.17"	"Tmem161a"	chr8	+	70180705	70181049	70180705	70180868	70181148	70181323
377	"ENSMUSG00000008892.12"	"Vdac3"	chr8	-	22587549	22587602	22587552	22587602	22583583	22583736
378	"ENSMUSG00000028644.16"	"Ermap"	chr4	-	119183305	119183338	119183309	119183338	119182842	119182875
379	"ENSMUSG00000028644.16"	"Ermap"	chr4	-	119188701	119188943	119188858	119188943	119187629	119187719
380	"ENSMUSG00000003882.5"	"Il7r"	chr15	-	9508706	9508782	9508723	9508782	9505787	9508358
381	"ENSMUSG00000003062.13"	"Stard3nl"	chr13	-	19370249	19370533	19370479	19370533	19367743	19367839
382	"ENSMUSG00000057897.14"	"Camk2b"	chr11	-	5997881	5997948	5997882	5997948	5992819	5992892
383	"ENSMUSG00000000392.17"	"Fap"	chr2	-	62502705	62502872	62502799	62502872	62502441	62502515
384	"ENSMUSG00000004356.8"	"Utp20"	chr10	-	88778109	88778446	88778222	88778446	88777404	88777549
385	"ENSMUSG00000000290.13"	"Itgb2"	chr10	+	77542397	77542546	77542397	77542486	77546012	77546193
386	"ENSMUSG00000064121.4"	"Olfr96"	chr17	+	37220145	37220687	37220145	37220360	37225054	37226673
387	"ENSMUSG00000034218.15"	"Atm"	chr9	-	53451548	53451689	53451659	53451689	53450517	53450634
388	"ENSMUSG00000087491.7"	"RP23-318K2.1"	chrX	-	34976602	34976881	34976848	34976881	34975817	34975930
389	"ENSMUSG00000047295.16"	"Smgc"	chr15	+	91860269	91860449	91860269	91860434	91860546	91861438
390	"ENSMUSG00000022710.17"	"Usp7"	chr16	-	8711993	8712192	8712132	8712192	8710038	8710177
391	"ENSMUSG00000025007.13"	"Aldh18a1"	chr19	-	40574210	40574369	40574216	40574369	40573770	40573861
392	"ENSMUSG00000025420.13"	"Katnal2"	chr18	-	76997598	76997690	76997611	76997690	76994393	76994504
393	"ENSMUSG00000025420.13"	"Katnal2"	chr18	-	77011983	77012104	77011989	77012104	77010946	77011045
394	"ENSMUSG00000036422.10"	"Pcdh8"	chr14	-	79768496	79771312	79768787	79771312	79768110	79768321
395	"ENSMUSG00000068040.10"	"Tm9sf4"	chr2	+	153188953	153189077	153188953	153189049	153190830	153190949
396	"ENSMUSG00000003865.16"	"Gys1"	chr7	+	45447897	45448028	45447897	45448011	45448252	45448379
397	"ENSMUSG00000079429.9"	"Mroh2a"	chr1	+	88258582	88258714	88258582	88258708	88259118	88259221
398	"ENSMUSG00000031445.5"	"Proz"	chr8	+	13063250	13063568	13063250	13063414	13064601	13064626
399	"ENSMUSG00000108622.2"	"RP23-184D18.8"	chr7	+	44236176	44237073	44236176	44236600	44237412	44237681
400	"ENSMUSG00000040136.10"	"Abcc8"	chr7	-	46126766	46126817	46126784	46126817	46124842	46124881
401	"ENSMUSG00000006546.3"	"Cryba2"	chr1	-	74891653	74892087	74891945	74892087	74890530	74890673
402	"ENSMUSG00000021432.15"	"Slc35b3"	chr13	-	38955648	38955936	38955820	38955936	38954108	38954230
403	"ENSMUSG00000026110.15"	"Mgat4a"	chr1	-	37498572	37498740	37498599	37498740	37495872	37496013
404	"ENSMUSG00000018932.9"	"Map2k3"	chr11	+	60942304	60942400	60942304	60942353	60943150	60943264
405	"ENSMUSG00000069292.4"	"Vmn1r199"	chr13	+	22379817	22379908	22379817	22379894	22382656	22388102
406	"ENSMUSG00000030346.16"	"Rad51ap1"	chr6	-	126934706	126934849	126934713	126934849	126929992	126930102
407	"ENSMUSG00000021188.14"	"Trip11"	chr12	-	101893430	101893793	101893776	101893793	101890577	101890618
408	"ENSMUSG00000020472.14"	"Zkscan17"	chr11	-	59503383	59503810	59503676	59503810	59502919	59503100
409	"ENSMUSG00000028680.14"	"Plk3"	chr4	-	117131061	117131153	117131112	117131153	117130723	117130817
410	"ENSMUSG00000064043.13"	"Trerf1"	chr17	+	47319351	47319678	47319351	47319618	47323277	47323662
411	"ENSMUSG00000024728.13"	"RP24-512H17.1"	chr19	-	11163377	11163491	11163399	11163491	11146728	11146785
412	"ENSMUSG00000049755.14"	"Zfp672"	chr11	-	58322568	58322729	58322599	58322729	58319323	58319590
413	"ENSMUSG00000037326.10"	"Capn15"	chr17	-	25960064	25960563	25960336	25960563	25959806	25959985
414	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24512949	24513084	24512955	24513084	24512168	24512386
415	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24519113	24519246	24519130	24519246	24518741	24518799
416	"ENSMUSG00000067916.9"	"RP23-360J20.1"	chr4	+	147165340	147165409	147165340	147165386	147175846	147175904
417	"ENSMUSG00000028804.20"	"Csmd2"	chr4	+	128394901	128395090	128394901	128395082	128400300	128400470
418	"ENSMUSG00000030213.12"	"Atf7ip"	chr6	+	136563759	136563846	136563759	136563837	136565016	136565162
419	"ENSMUSG00000038298.14"	"Pdzk1"	chr3	+	96832170	96832719	96832170	96832518	96850227	96850439
420	"ENSMUSG00000040003.18"	"Magi2"	chr5	+	20534336	20534526	20534336	20534520	20550206	20550298
421	"ENSMUSG00000038578.15"	"Susd1"	chr4	-	59427950	59428064	59427954	59428064	59423994	59424150
422	"ENSMUSG00000038178.16"	"Slc43a2"	chr11	+	75531697	75531778	75531697	75531741	75532587	75532788
423	"ENSMUSG00000020184.15"	"Mdm2"	chr10	-	117709653	117709784	117709699	117709784	117705154	117705229
424	"ENSMUSG00000022377.16"	"Asap1"	chr15	-	64158881	64159004	64158917	64159004	64152829	64152930
425	"ENSMUSG00000022377.16"	"Asap1"	chr15	-	64158881	64159004	64158917	64159004	64153843	64153852
426	"ENSMUSG00000041328.16"	"Pcf11"	chr7	-	92659404	92659888	92659797	92659888	92657307	92658866
427	"ENSMUSG00000030322.12"	"Mbd4"	chr6	-	115848394	115849732	115848905	115849732	115845542	115845617
428	"ENSMUSG00000087174.7"	"RP23-250A14.2"	chrX	-	105068463	105068628	105068570	105068628	105066758	105066877
429	"ENSMUSG00000058070.14"	"Eml1"	chr12	+	108534653	108534751	108534653	108534740	108534864	108534952
430	"ENSMUSG00000025219.13"	"Fgf8"	chr19	-	45742323	45742552	45742515	45742552	45741498	45741646
431	"ENSMUSG00000026471.14"	"Mr1"	chr1	-	155137513	155137774	155137593	155137774	155136574	155136850
432	"ENSMUSG00000026471.14"	"Mr1"	chr1	-	155137513	155137774	155137698	155137774	155136574	155136850
433	"ENSMUSG00000026471.14"	"Mr1"	chr1	-	155137593	155137774	155137698	155137774	155136574	155136850
434	"ENSMUSG00000030428.16"	"Ttyh1"	chr7	+	4122476	4122647	4122476	4122612	4124619	4124731
435	"ENSMUSG00000030428.16"	"Ttyh1"	chr7	+	4122476	4122651	4122476	4122612	4124619	4124731
436	"ENSMUSG00000030428.16"	"Ttyh1"	chr7	+	4122476	4122655	4122476	4122612	4124619	4124731
437	"ENSMUSG00000030428.16"	"Ttyh1"	chr7	+	4122476	4122651	4122476	4122647	4124619	4124731
438	"ENSMUSG00000030428.16"	"Ttyh1"	chr7	+	4122476	4122655	4122476	4122647	4124619	4124731
439	"ENSMUSG00000030428.16"	"Ttyh1"	chr7	+	4122476	4122655	4122476	4122651	4124619	4124731
440	"ENSMUSG00000040918.12"	"Slc19a2"	chr1	+	164256746	164257349	164256746	164257235	164260791	164261017
441	"ENSMUSG00000007880.16"	"Arid1a"	chr4	-	133686403	133686556	133686418	133686556	133686228	133686325
442	"ENSMUSG00000007880.16"	"Arid1a"	chr4	-	133695571	133696156	133695915	133696156	133694662	133694830
443	"ENSMUSG00000021115.15"	"Vrk1"	chr12	+	106070524	106071641	106070524	106070615	106073618	106073678
444	"ENSMUSG00000021693.20"	"Kif2a"	chr13	-	106987952	106988075	106988009	106988075	106987268	106987369
445	"ENSMUSG00000000823.16"	"Zfp512b"	chr2	-	181588624	181588801	181588654	181588801	181588395	181588520
446	"ENSMUSG00000000823.16"	"Zfp512b"	chr2	-	181592413	181592803	181592420	181592803	181590859	181590985
447	"ENSMUSG00000028382.15"	"Ptbp3"	chr4	-	59524394	59524476	59524403	59524476	59514273	59514420
448	"ENSMUSG00000028382.15"	"Ptbp3"	chr4	-	59524394	59524476	59524403	59524476	59517585	59517755
449	"ENSMUSG00000034007.10"	"Scaper"	chr9	-	55864385	55864604	55864403	55864604	55859747	55859918
450	"ENSMUSG00000006304.14"	"Arpc2"	chr1	+	74236817	74237047	74236817	74236899	74246079	74246114
451	"ENSMUSG00000004500.9"	"Zfp324"	chr7	+	12968794	12968968	12968794	12968921	12969363	12969480
452	"ENSMUSG00000004562.16"	"Arhgef40"	chr14	+	51988701	51989938	51988701	51989749	51990047	51990215
